symbol,name,group,subgroup,summary,reference_url,analysis_date
2707.TW,晶華,觀光餐旅,飯店經營,台灣頂級飯店龍頭，擁有「Regent」品牌經營權，具全球連鎖規模。,https://www.silks-hotels.com/,2026-05-11
2712.TW,遠雄來,觀光餐旅,觀光遊樂,經營位於花蓮的遠雄悅來大飯店與遠雄海洋公園，為東台灣觀光指標。,https://www.farglory-hotel.com.tw/,2026-05-11
2718.TWO,全心投控,觀光餐旅,飯店經營,轉型後之投資控股公司，目前主要營運重心為連鎖旅館經營。,http://www.fpt.com.tw/,2026-05-11
2719.TWO,燦星旅,觀光餐旅,旅遊服務,知名旅遊經紀平台，提供國內外旅遊諮詢、機票及套裝行程預訂。,https://www.startravel.com.tw/,2026-05-11
2722.TW,夏都,觀光餐旅,飯店經營,經營墾丁夏都沙灘酒店及台南夏都城旅，具備稀缺性的海景資源優勢。,https://www.ktshadu.com.tw/,2026-05-11
2723.TW,美食-KY,觀光餐旅,連鎖餐飲,經營「85度C」品牌，全球跨國經營連鎖咖啡、蛋糕與麵包市場。,https://www.85cafe.com/,2026-05-11
2724.TWO,藝舍-KY,觀光餐旅,飯店管理,從事精品旅館經營管理與資產開發，專注於都會區生活化住宿體驗。,http://www.ezstay.com.tw/,2026-05-11
2726.TWO,雅茗-KY,觀光餐旅,手搖飲品,經營「快樂檸檬 (Happy Lemon)」等茶飲品牌，具備全球授權與加盟實力。,https://www.yaming.com/,2026-05-11
2727.TW,王品,觀光餐旅,連鎖餐飲,台灣多品牌餐廳領導者，涵蓋排餐、火鍋、燒肉等多元餐飲業態。,https://www.wowprime.com/,2026-05-11
2729.TWO,瓦城,觀光餐旅,連鎖餐飲,台灣最大的東方餐飲集團，旗下擁有瓦城泰國料理、大心等多個知名品牌。,https://www.ttfb.com/,2026-05-11
2731.TW,雄獅,觀光餐旅,旅遊服務,台灣旅遊業龍頭，提供全方位出入境旅遊、票務、訂房及數位旅遊整合服務。,https://www.liontravel.com/,2026-05-11
2732.TWO,六角,觀光餐旅,手搖飲品,經營「Chatime 日出茶太」，為全球主要的手搖飲授權商，足跡遍及各國。,https://www.lakaffagroup.com.tw/,2026-05-11
2734.TWO,易飛網,觀光餐旅,旅遊服務,台灣第一家廉價航空機票銷售平台，深耕自由行與小資旅遊市場。,https://www.ezfly.com/,2026-05-11
2736.TWO,富野,觀光餐旅,飯店經營,經營連鎖商務與休閒飯店，據點分布於台北、台東、嘉義及高雄。,http://www.hoyaresort.com.tw/,2026-05-11
2739.TW,寒舍,觀光餐旅,飯店經營,經營台北喜來登、寒舍艾美及寒居酒店，定位於高階餐旅與策展美學。,http://www.mghotel.com.tw/,2026-05-11
2740.TWO,華軒,商業服務,投資控股,專注於觀光及餐飲產業之策略投資與資源整合。,http://www.huashuan.com.tw/,2026-05-11
2743.TWO,山富,觀光餐旅,旅遊服務,提供精緻出境旅遊行程與票務服務，深耕東北亞與東南亞線市場。,https://www.travel4u.com.tw/,2026-05-11
2745.TWO,五福,觀光餐旅,旅遊服務,專業旅行社，提供全方位團體旅遊規劃與票務代訂服務。,https://www.lifetour.com.tw/,2026-05-11
2748.TW,雲品,觀光餐旅,飯店經營,雲朗觀光集團旗下，經營日月潭雲品溫泉酒店及頤品大飯店宴會業務。,https://www.fleurdechinehotel.com/,2026-05-11
2751.TWO,王座,觀光餐旅,連鎖餐飲,六角國際旗下，代理國內外知名連鎖餐飲品牌（如銀座杏子日式豬排）。,https://www.kingza.com.tw/,2026-05-11
2752.TWO,豆府,觀光餐旅,連鎖餐飲,台灣韓式料理領導廠商，旗下擁有涓豆腐等多品牌，連鎖化程度高。,http://www.dubuhouse.com.tw/,2026-05-11
2753.TW,八方雲集,觀光餐旅,連鎖餐飲,台灣平價中式快餐龍頭，經營水餃鍋貼連鎖，並跨足梁社漢排骨。,https://www.bafang.com.tw/,2026-05-11
2754.TWO,亞洲藏壽司,觀光餐旅,連鎖餐飲,日本 Kura Sushi 在台子公司，以扭蛋機制與自動化供餐系統為特色。,https://www.kurasushi.tw/,2026-05-11
2755.TWO,揚秦,觀光餐旅,連鎖餐飲,經營「麥味登」與「炸雞大獅」，專注於早午餐與特色小吃加盟體系。,https://www.superqin.com.tw/,2026-05-11
2756.TWO,聯發國際,觀光餐旅,手搖飲品,經營「Sharetea 歇腳亭」，專注於國際市場授權與手搖茶飲海外發展。,https://www.sharetea.com.tw/,2026-05-11
2762.TW,世界健身-KY,運動休閒,連鎖健身,經營「World Gym」健身俱樂部，為台灣最大規模之連鎖健身體系。,https://www.worldgymtaiwan.com/,2026-05-11
2801.TW,彰銀,金融保險,商業銀行,台灣主要三商銀之一，官股背景背景，提供全方位消金與企金服務。,https://www.bankchb.com/,2026-05-11
2812.TW,台中銀,金融保險,商業銀行,地區性銀行發展為全國性銀行之典範，深耕中部中小企業融資市場。,https://www.tcbbank.com.tw/,2026-05-11
2816.TW,旺旺保,金融保險,產物保險,旺旺集團成員，提供汽機車險、住宅火險與商業責任保險服務。,https://www.wwunion.com/,2026-05-11
2820.TW,華票,金融保險,票券金融,專業從事商業本票簽證、承銷、經紀與自營業務，調節市場資金流量。,http://www.chbfc.com.tw/,2026-05-11
2832.TW,台產,金融保險,產物保險,台灣歷史悠久之產物保險公司，專注於財產與個人保險市場。,https://www.tfmi.com.tw/,2026-05-11
2834.TW,臺企銀,金融保險,商業銀行,台灣唯一的中小企業專業銀行，協助企業取得中長期營運資金。,https://www.tbb.com.tw/,2026-05-11
2836.TW,高雄銀,金融保險,商業銀行,高雄市政府具主導權之銀行，扮演推動在地產業與金融服務之角色。,https://www.bok.com.tw/,2026-05-11
2838.TW,聯邦銀,金融保險,商業銀行,聯邦集團旗下，發展信用卡、房貸與財富管理，積極布局數位金融。,https://www.fedbank.com.tw/,2026-05-11
2845.TW,遠東銀,金融保險,商業銀行,遠東集團背景，專注於財富管理與Bankee社群銀行，具多元金流渠道。,https://www.feib.com.tw/,2026-05-11
2849.TW,安泰銀,金融保險,商業銀行,提供整合型金融解決方案，以彈性的企金與法金業務為其發展特色。,https://www.entieb.com.tw/,2026-05-11
2850.TW,新產,金融保險,產物保險,新光集團成員，提供全方位產險規劃，在商用險種具有競爭實力。,https://www.shinkong.com.tw/,2026-05-11
2851.TW,中再保,金融保險,再保險,台灣唯一專業再保險公司，扮演保險分散風險與穩定保險業的角色。,https://www.crc.com.tw/,2026-05-11
2852.TW,第一保,金融保險,產物保險,提供完善的個人與企業保險，以穩健經營與優質理賠服務著稱。,https://www.firstins.com.tw/,2026-05-11
2855.TW,統一證,金融保險,證券經紀,統一集團旗下，提供證券、期貨、投信與理財規劃之全方位金融服務。,https://www.pscnet.com.tw/,2026-05-11
2867.TW,三商壽,金融保險,人壽保險,提供全方位壽險規劃、醫療保險與退休管理，具備廣大業務員體系。,https://www.mli.com.tw/,2026-05-11
2880.TW,華南金,金融保險,金融控股,以華南銀行為核心，涵蓋證券、產險、投信等子公司之官股金控。,https://www.hnfg.com.tw/,2026-05-11
2881.TW,富邦金,金融保險,金融控股,台灣獲利王，橫跨銀行、壽險、產險與證券，具強大資本與資產管理。,https://www.fubon.com/,2026-05-11
2882.TW,國泰金,金融保險,金融控股,台灣資產規模最大之金控，以國泰人壽與世華銀行為兩大核心獲利支柱。,https://www.cathayholdings.com/,2026-05-11
2883.TW,凱基金,金融保險,金融控股,原開發金，更名後強化品牌整合，以凱基證券、凱基銀行及凱基人壽為核心。,https://www.cdfholding.com/,2026-05-11
2884.TW,玉山金,金融保險,金融控股,台灣財富管理與 ESG 領導金控，以玉山銀行為核心，數位金融與海外佈局積極。,https://www.esunfhc.com/,2026-05-11
2885.TW,元大金,金融保險,金融控股,台灣證券與 ETF 市場龍頭，擁有強大的經紀、自營與資產管理（元大投信）體系。,https://www.yuanta.com/,2026-05-11
2886.TW,兆豐金,金融保險,金融控股,以兆豐銀行為核心的官股金控，專精於法金、國貿融資及外匯業務。,https://www.megaholdings.com.tw/,2026-05-11
2887.TW,台新新光金,金融保險,金融控股,台新金與新光金合併後之實體，規模大幅躍升，強化銀行、壽險與證券三支柱。,https://www.taishinholdings.com.tw/,2026-05-11
2889.TW,國票金,金融保險,金融控股,台灣唯一以票券業為核心的金控，並與日本樂天合資經營樂天國際商銀。,http://www.ibf.com.tw/,2026-05-11
2890.TW,永豐金,金融保險,金融控股,以永豐銀行與永豐金證券為雙核心，致力於數位轉型與綠色金融發展。,https://www.sinopac.com/,2026-05-11
2891.TW,中信金,金融保險,金融控股,台灣消金龍頭，中國信託銀行具全球化網絡，並擁有台灣人壽保險業務。,https://www.ctbeholding.com/,2026-05-11
2892.TW,第一金,金融保險,金融控股,歷史悠久的官股金控，第一銀行在中小企業貸款與放款市佔率維持領先。,https://www.firstholding.com.tw/,2026-05-11
2897.TW,王道銀行,金融保險,商業銀行,台灣首家原生數位銀行，轉型自工業銀行，專注於綠色融資與特色零售金融。,https://www.o-bank.com/,2026-05-11
2901.TW,欣欣,商業零售,百貨商場,經營台北「欣欣大眾百貨」，結合餐飲、影城與精品零售，具資產管理性質。,http://www.shinshin-ltd.com.tw/,2026-05-11
2903.TW,遠百,商業零售,百貨商場,遠東集團旗下，經營遠東百貨、SOGO及愛買量販，為台灣百貨連鎖巨頭。,https://www.feds.com.tw/,2026-05-11
2904.TW,匯僑,商業服務,物流倉儲,提供專業化學品、石油產品之港區儲運與裝卸服務，具特許經營優勢。,http://www.acegroup.com.tw/,2026-05-11
2905.TW,三商,商業零售,投資控股,涵蓋美廉社、三商巧福、三商壽及拿坡里，為生活化之多元投資控股集團。,https://www.mercuries.com.tw/,2026-05-11
2906.TW,高林,商業零售,貿易代理,從事成衣出口、品牌服飾代理及生活百貨貿易，並跨足餐飲與地產開發。,http://www.colins.com.tw/,2026-05-11
2908.TW,特力,商業零售,居家修繕,經營特力屋 (Test Rite) 與 HOLA 特力和樂，為台灣家居與修繕通路龍頭。,https://www.testritegroup.com/,2026-05-11
2910.TW,統領,商業零售,百貨商場,經營統領廣場 (Tonlin Plaza)，並積極進行資產租賃與房地產相關投資。,http://www.tonlin.com.tw/,2026-05-11
2911.TW,麗嬰房,商業零售,母嬰用品,台灣母嬰服飾與用品領導品牌，擁有自有品牌及全球多家知名通路授權。,https://www.lesenphants.com.tw/,2026-05-11
2912.TW,統一超,商業零售,連鎖超商,經營 7-ELEVEN，為台灣零售業龍頭，橫跨物流、食品加工與電商支付。,https://www.7-11.com.tw/,2026-05-11
2913.TW,農林,農業休閒,茶業經營,台灣百年茶場經營者，擁有大量土地資產，目前轉向綠能與休閒觀光發展。,https://www.ttch.com.tw/,2026-05-11
2915.TW,潤泰全,商業零售,投資控股,潤泰集團核心企業，轉投資南山人壽、大潤發，並經營紡織與百貨貿易。,http://www.ruentex.com.tw/,2026-05-11
2916.TWO,滿心,商業零售,服飾代理,專業代理國際知名服飾品牌（如 Munsingwear），深耕百貨公司專櫃市場。,https://www.munsin.com.tw/,2026-05-11
2923.TW,鼎固-KY,金融地產,營建開發,專注於中國一線城市（如上海）之商場租賃與住宅房地產開發。,http://www.sinobest.com.cn/,2026-05-11
2924.TWO,宏太-KY,商業零售,成衣貿易,從事機能性與時尚服飾之出口贸易，並代理國際品牌通路業務。,http://www.great-top.com/,2026-05-11
2926.TWO,誠品生活,商業零售,文化百貨,以書店為核心的文化創意平台，經營百貨商場、餐飲與旅館開發業務。,https://www.eslitecorp.com/,2026-05-11
2929.TW,淘帝-KY,商業零售,童裝品牌,深耕中國童裝市場，經營 TOPBI 品牌，專注於設計開發與通路管理。,http://www.topbi.com.cn/,2026-05-11
2937.TWO,集雅社,商業零售,電器通路,經營百貨專櫃與連鎖門市，專業銷售高端影音產品、家電與系統整合。,https://www.gseven.com.tw/,2026-05-11
2939.TW,永邑-KY,商業零售,連鎖通路,經營區域性連鎖生活百貨與餐飲通路，專注於特定市場之品牌運作。,http://www.yye-ky.com/,2026-05-11
2941.TWO,米斯特,商業零售,流行服飾,經營 Life8 等電商與實體服飾品牌，以快時尚與大數據驅動零售。,https://www.life8.com.tw/,2026-05-11
2945.TW,三商家購,商業零售,連鎖超商,經營「美廉社」，定位為社區型折扣超市，具備高度的社區滲透力。,https://www.simplemart.com.tw/,2026-05-11
2947.TWO,振宇五金,商業零售,五金修繕,經營連鎖專業五金賣場，提供居家修繕、工業工具之「自助式」購物環境。,https://www.ald.com.tw/,2026-05-11
2948.TWO,寶陞,居家生活,建材零售,專業木地板與建材進出口商，深耕美國市場，提供一站式居家建材服務。,https://www.pro-step.com.tw/,2026-05-11
2949.TWO,欣新網,商業零售,電商服務,提供全方位電商營運代理，包含倉儲物流、數位廣告與品牌代操作。,https://www.hhw.com.tw/,2026-05-11
3002.TW,歐格,電子零組件,電源轉換,生產電子電源轉換器、多功能排插及智慧居家電源管理系統。,http://www.ahoku.com.tw/,2026-05-11
3003.TW,健和興,電子零組件,連接器製造,專業端子與連接器製造商，深耕電動車充電、綠能與工控連網應用。,https://www.kssterminals.com.tw/,2026-05-11
3004.TW,豐達科,科技工業,航太零件,生產航太及工業用高端緊固件（螺帽、螺栓），為全球引擎大廠供應鏈。,http://www.nafc.com.tw/,2026-05-11
3005.TW,神基,電腦週邊,強固電腦,全球第二大強固型行動運算方案供應商，並生產汽車與航太機構件。,https://www.getacgroup.com/,2026-05-11
3006.TW,晶豪科,半導體,記憶體設計,專業利基型記憶體 (DRAM) 設計公司，專注於消費性電子與通訊應用。,https://www.esmt.com.tw/,2026-05-11
3008.TW,大立光,光學元件,鏡頭模組,全球手機鏡頭龍頭，擁有極高之塑膠鏡片研發與精密模具製造技術。,http://www.largan.com.tw/,2026-05-11
3010.TW,華立,科技工業,材料通路,台灣領先的科技材料通路商，供應半導體、面板及光學之關鍵化學材料。,https://www.wahlee.com/,2026-05-11
3011.TW,今皓,電子零組件,連接線纜,專業連接線與連接器製造商，產品應用涵蓋電腦周邊、車用電子及通訊設備。,http://www.jeihao.com.tw/,2026-05-11
3013.TW,晟銘電,電腦週邊,機殼製造,專精於行動裝置與伺服器機殼開發，近期受惠於 AI 伺服器機櫃與液冷技術需求。,http://www.uneec.com/,2026-05-11
3014.TW,聯陽,半導體,IC 設計,專注於 PC 與筆電控制器 IC (Super I/O)，以及多媒體、顯示器相關控制技術。,https://www.ite.com.tw/,2026-05-11
3015.TW,全漢,電子零組件,電源供應器,全球領先的電源供應器廠商，提供 PC、伺服器及工業應用之高效能電力解決方案。,https://www.fsp-group.com/,2026-05-11
3016.TW,嘉晶,半導體,晶圓製造,"專業磊晶供應商，專注於矽及第三代半導體（GaN, SiC）磊晶技術開發。",http://www.episil-precision.com/,2026-05-11
3017.TW,奇鋐,電子零組件,散熱方案,全球散熱方案巨頭，提供 AI 伺服器、通訊基站所需之散熱模組與液冷系統。,http://www.avc.co/,2026-05-11
3018.TW,隆銘綠能,工程營造,機電工程,提供環保綠能工程、廢棄物處理及機電系統整合服務。,http://www.long-ming.com.tw/,2026-05-11
3019.TW,亞光,光學元件,鏡頭模組,跨足數位影像、雷射測距與車用鏡頭，擁有強大的玻璃研磨與非球面鏡片技術。,http://www.asia-optical.com/,2026-05-11
3021.TW,鴻名,電子零組件,線束加工,經營連接線組加工及資訊產品通路，產品廣泛應用於家電與車用領域。,http://www.well-shin.com.tw/,2026-05-11
3022.TW,威強電,電腦週邊,工業電腦,全球工業電腦領先品牌，專注於智慧醫療、物聯網整合及自動化控制方案。,https://www.ieiworld.com/,2026-05-11
3023.TW,信邦,電子零組件,連接線組,專攻高度客製化的線束組件，深耕醫療、航空、綠能與電動車高階應用。,https://www.sinbon.com/,2026-05-11
3024.TW,憶聲,商業零售,家電經營,經營家電品牌「歌林 (Kolin)」，並投入電子產品代工與地產開發。,http://www.action.com.tw/,2026-05-11
3025.TW,星通,通訊網路,關鍵通訊,專注於關鍵任務通訊 (MCC) 系統，提供電力、鐵道等關鍵基礎設施通訊方案。,https://www.looptelecom.com/,2026-05-11
3026.TW,禾伸堂,電子零組件,被動元件,專業 MLCC 製造商，同時代理高品質電子零件，專注於通訊與工控市場。,https://www.holystone.com.tw/,2026-05-11
3027.TW,盛達,電子零組件,電源與綠能,提供通信設備與電源解決方案，並轉向智慧電網與儲能系統開發。,https://www.billion.com/,2026-05-11
3028.TW,增你強,電子零組件,電子通路,領先的半導體通路商，代理多家國際大廠零件，提供技術支援與供應鏈服務。,http://www.zenitron.com.tw/,2026-05-11
3029.TW,零壹,資訊服務,軟體分銷,台灣知名加值軟體代理商，深耕雲端運算、資安及大數據整合方案。,https://www.zerone.com.tw/,2026-05-11
3030.TW,德律,科技工業,自動檢測,專業自動光學檢測 (AOI) 設備商，應用於 PCB 組裝與半導體封測檢驗。,https://www.tri.com.tw/,2026-05-11
3031.TW,佰鴻,電子零組件,LED 封裝,生產 LED 封裝組件、顯示器與紅外線感測器，應用於照明及穿戴裝置。,http://www.bright.com.tw/,2026-05-11
3032.TW,偉訓,電腦週邊,機殼與電源,提供 PC 機殼、電競電源供應器及伺服器機櫃，並跨足醫療照護設備。,https://www.hec-group.com.tw/,2026-05-11
3033.TW,威健,電子零組件,電子通路,專業半導體零組件代理，服務範圍涵蓋電腦、通訊及消費性電子市場。,http://www.weikeng.com.tw/,2026-05-11
3034.TW,聯詠,半導體,IC 設計,台灣顯示器驅動 IC 龍頭，產品廣泛應用於電視、手機、筆電之顯示面板。,https://www.novatek.com.tw/,2026-05-11
3035.TW,智原,半導體,ASIC 服務,專業 ASIC (特殊應用積體電路) 設計服務與 IP 供應商，專注於邊緣運算。,https://www.faraday-tech.com/,2026-05-11
3036.TW,文曄,電子零組件,電子通路,全球主要電子零組件通路商，透過併購壯大規模，提供全方位零組件供應。,https://www.wtmec.com/,2026-05-11
3037.TW,欣興,電子零組件,PCB/載板,全球領先的 ABF 載板與高密度連接板 (HDI) 製造商，受惠於高階晶片封裝。,https://www.unimicron.com/,2026-05-11
3038.TW,全台,光學元件,液晶模組,專業中小尺寸液晶顯示模組製造商，應用於車用、工業及醫療顯示裝置。,http://www.amt.com.tw/,2026-05-11
3040.TW,遠見,資訊服務,電子商務,以「哈佛 (Haver)」電子辭典起家，轉型為投資控股並經營地產租賃。,http://www.golden-global.com/,2026-05-11
3041.TW,揚智,半導體,IC 設計,提供數位機上盒 (STB) 系統單晶片及多媒體運算解決方案。,https://www.alitech.com/,2026-05-11
3042.TW,晶技,電子零組件,石英頻率,全球石英頻率元件龍頭，提供精密的石英震盪器，為電子鐘脈之關鍵。,https://www.txccorp.com/,2026-05-11
3043.TW,科風,電子零組件,不斷電系統,專業不斷電系統 (UPS) 製造商，提供關鍵設備穩定電力的保護方案。,http://www.pcm.com.tw/,2026-05-11
3044.TW,健鼎,電子零組件,PCB 製造,全球主要 PCB 供應商，產品多元且製程成熟，應用於記憶體模組與車用。,http://www.tripod-tech.com/,2026-05-11
3045.TW,台灣大,通訊網路,電信服務,台灣三大電信營運商之一，積極整合電商 (momo)、行動通訊與影音內容。,https://www.taiwanmobile.com/,2026-05-11
3046.TW,建碁,電腦週邊,數位看板,宏碁集團旗下，專注於數位看板、工業應用之小型化電腦系統開發。,https://www.aopen.com/,2026-05-11
3047.TW,訊舟,通訊網路,網通設備,提供全方位網路通訊產品，包含無線基地台、交換器及物聯網設備。,https://www.edimax.com/,2026-05-11
3048.TW,益登,電子零組件,電子通路,專業半導體代理商，深耕通訊、計算及儲存領域，提供完整方案整合。,https://www.edomtech.com/,2026-05-11
3049.TW,精金,光學元件,觸控模組,專注於觸控面板、感測技術及軟性顯示材料之研發與生產。,http://www.hannstar.com/,2026-05-11
3050.TW,鈺德,資訊服務,光碟加工,傳統光碟壓片大廠，目前積極轉型文創產業、餐飲經營及綠色能源。,http://www.u-tech.com.tw/,2026-05-11
3051.TW,力特,光學元件,偏光板製造,專業偏光板供應商，為液晶顯示器 (LCD) 面板之關鍵光學組件。,http://www.optimax.com.tw/,2026-05-11
3052.TW,夆典,工程營造,機電水電,提供水電、機電工程與公共建設服務，並跨足不動產開發與光電。,http://www.fongdien.com.tw/,2026-05-11
3054.TW,立萬利,生技醫療,健康食品,跨足電子零件通路與生技領域，主要經營健康營養食品之研發與銷售。,http://www.leadman.com.tw/,2026-05-11
3055.TW,蔚華科,半導體,封測設備,專業半導體測試解決方案供應商，代理全球頂尖測試設備，服務封測大廠。,https://www.spirox.com.tw/,2026-05-11
3056.TW,富華新,工程營造,營建開發,原總太地產，轉型投控並經營房地產開發與資產管理，聚焦中部市場。,http://www.fuhuanew.com.tw/,2026-05-11
3057.TW,喬鼎,電腦週邊,雲端儲存,提供高階磁碟陣列 (RAID) 儲存系統及多媒體影音後製儲存解決方案。,http://www.promise.com.tw/,2026-05-11
3058.TW,立德,電子零組件,電源供應器,專業開關電源供應器製造商，應用於通訊、綠能與工業電力保護領域。,http://www.leader.com.tw/,2026-05-11
3059.TW,華晶科,光學元件,影像辨識,轉型數位影像方案與車用、醫用視覺系統，提供 3D 感測與 AI 相機技術。,http://www.altek.com.tw/,2026-05-11
3060.TW,銘異,電腦週邊,硬碟機構件,專業硬碟零組件供應商，並投入自動化設備與精密光電組件製造。,http://www.min-aik.com.tw/,2026-05-11
3062.TW,建漢,通訊網路,網通設備,鴻海集團旗下，提供寬頻無線設備、數位家庭網關及衛星通訊產品。,http://www.cybertan.com.tw/,2026-05-11
3064.TWO,泰偉,運動休閒,遊戲開發,專業電子遊戲機台軟硬體開發商，專注於博弈遊戲與博弈產業設備。,http://www.astrocorp.com.tw/,2026-05-11
3066.TWO,李洲,電子零組件,LED 封裝,從事 LED 元件、顯示屏模組封裝及光電產品貿易服務。,http://www.oasistek.com/,2026-05-11
3067.TWO,全域,通訊網路,寬頻通訊,提供數位通訊整合方案，包含光纖寬頻設備與智慧家庭連結系統。,http://www.trendcomm.com.tw/,2026-05-11
3071.TWO,協禧,電子零組件,散熱風扇,專業精密散熱風扇與散熱模組製造商，應用於伺服器、車用及消費電子。,https://www.adda.com.tw/,2026-05-11
3073.TWO,天方能源,電子零組件,綠能產業,轉型綠色能源，投資開發太陽能、風力發電場及儲能維運服務。,http://www.tfenergy.com.tw/,2026-05-11
3078.TWO,僑威,電子零組件,電源供應器,專注於高階電競 PC 與伺服器電源供應器，並具備無線充電技術研發實力。,http://www.cwt.com.tw/,2026-05-11
3081.TWO,聯亞,通訊網路,光通訊晶片,提供光通訊用雷射磊晶片 (EPI)，受惠於矽光子技術與資料中心升級需求。,http://www.landamark.com/,2026-05-11
3083.TWO,網龍,資訊服務,遊戲開發,智冠集團旗下，擁有《武林群俠傳》等經典 IP，專注於手遊與線上遊戲。,https://www.chinesegamer.net/,2026-05-11
3085.TWO,新零售,資訊服務,電子商務,整合網路行銷與品牌經營，致力於新零售模式下之品牌電商管理。,http://www.newretail.com.tw/,2026-05-11
3086.TWO,華義*,資訊服務,遊戲發行,知名遊戲發行與營運商，深耕電競遊戲市場並擁有豐富的遊戲代理經驗。,http://www.wayi.com.tw/,2026-05-11
3088.TWO,艾訊,電腦週邊,工業電腦,專注於嵌入式電腦板卡、強固型系統及工業物聯網 (IIoT) 解決方案。,https://www.axiomtek.com/,2026-05-11
3090.TW,日電貿,電子零組件,被動元件,台灣領先的被動元件通路商，代理電解電容等零組件，服務多家科技大廠。,http://www.ndm-group.com.tw/,2026-05-11
3092.TW,鴻碩,電子零組件,連接線組,全球主要顯示器連接線商，並積極轉型開發電動車充電槍與車用線束。,http://www.longwell.com/,2026-05-11
3093.TWO,港建*,半導體,設備通路,代理半導體、PCB 與表面貼裝技術 (SMT) 之高端生產與檢測設備。,http://www.ame.com.tw/,2026-05-11
3094.TW,聯傑,半導體,IC 設計,專注於嵌入式乙太網路、物聯網連結 IC 及電子紙驅動技術研發。,http://www.davicom.com.tw/,2026-05-11
3095.TWO,及成,電子零組件,機構件製造,專業精密模具製造與機構件加工，應用於手機、數位相機與通訊設備。,http://www.chitwing.com.tw/,2026-05-11
3105.TWO,穩懋,半導體,砷化鎵代工,全球最大化合物半導體 (GaAs) 代工廠，為 5G 與低軌衛星射頻元件關鍵。,https://www.winfoundry.com/,2026-05-11
3114.TWO,好德,電子零組件,電子通路,代理多項高階電子零件與機電系統，專注於半導體設備、儲能與電動車市場。,http://www.howteh.com.tw/,2026-05-11
3115.TWO,富榮綱,電子零組件,貿易通路,從事電子零組件貿易與供應鏈整合服務。,http://www.fullwealth.com.tw/,2026-05-11
3118.TWO,進階,生技醫療,臨床前試驗,提供醫藥開發所需之毒理測試、藥理實驗及醫材認證之專業服務。,http://www.ebio.com.tw/,2026-05-11
3122.TWO,笙泉,半導體,MCU 設計,專業微控制器 (MCU) 開發商，專注於智慧生活、無線通訊與綠能控制應用。,http://www.megawin.com.tw/,2026-05-11
3128.TWO,昇銳,通訊網路,安全監控,專業監控錄影系統 (DVR/NVR) 製造商，深耕車載監控與工業影像辨識。,http://www.hi-sharp.com.tw/,2026-05-11
3130.TW,一零四,資訊服務,人力資源,經營 104 人力銀行，為台灣龍頭徵才平台，並提供薪酬、獵才與職涯發展。,https://www.104.com.tw/,2026-05-11
3131.TWO,弘塑,半導體,濕製程設備,台灣半導體濕製程設備領導者，產品切入先進封裝 (CoWoS) 之洗淨與蝕刻。,http://www.grandplastic.com.tw/,2026-05-11
3135.TW,凌航,半導體,記憶體模組,生產自有品牌 Neo Forza 記憶體與 SSD，專注於電競與高階工業運算。,https://www.goldkey.com.tw/,2026-05-11
3138.TW,耀登,通訊網路,射頻天線,提供天線技術方案、RF 測試設備及低軌衛星陣列天線研發。,https://www.auden.com.tw/,2026-05-11
3141.TWO,晶宏,半導體,IC 設計,領先的電子標籤 (ESL) 驅動 IC 供應商，受惠於零售數位化趨勢。,http://www.ultrachip.com/,2026-05-11
3147.TWO,大綜,資訊服務,系統整合,提供企業級雲端架構、網路資安及智慧工廠自動化整合服務。,http://www.mitac.com.tw/,2026-05-11
3149.TW,正達,光學元件,玻璃加工,專精於光學薄膜玻璃與建築節能玻璃加工，並投入車用蓋板玻璃開發。,http://www.gtoc.com.tw/,2026-05-11
3150.TW,鈺寶-創,半導體,無線音訊,專業無線音訊晶片開發，提供家庭劇院、電競耳機所需之低延遲傳輸技術。,http://www.syncomm.com.tw/,2026-05-11
3152.TWO,璟德,電子零組件,低溫共燒陶瓷,生產高頻濾波器與射頻組件 (LTCC)，為 5G 手機、Wi-Fi 7 之關鍵組件。,http://www.acxc.com.tw/,2026-05-11
3158.TWO,嘉實,資訊服務,財經資訊,經營「MoneyDJ 理財網」，並為券商提供 XQ 全球贏家交易系統。,http://www.moneydj.com/,2026-05-11
3162.TWO,精確,科技工業,鋁合金件,敏實集團旗下，專注於電動車電池盒及車用精密鋁壓鑄件製造。,http://www.shsh.com.tw/,2026-05-11
3163.TWO,波若威,通訊網路,光纖元件,專業光纖主被動元件製造商，深耕 WDM 數據中心與雲端運算光纖連結方案。,http://www.browave.com/,2026-05-11
3164.TW,景岳,生技醫療,功能性益生菌,專注於功能性益生菌之研發與生產，提供抗過敏、代謝調節之生物製劑。,http://www.genmont.com.tw/,2026-05-11
3167.TW,大量,科技工業,PCB 設備,專業 PCB 鑽孔機與成型機製造商，並跨足半導體檢測與自動化設備開發。,http://www.taliang.com/,2026-05-11
3168.TW,眾福科,電腦週邊,戶外顯示器,佳世達集團旗下，專注於航海、工業及戶外強固型顯示模組。,http://www.jeku.com/,2026-05-11
3169.TWO,亞信,半導體,通訊 IC,專精於嵌入式乙太網路連結方案，產品應用於工業物聯網與智慧工廠。,http://www.asix.com.tw/,2026-05-11
3171.TWO,炎洲流通,貿易百貨,包裝材料,負責炎洲集團旗下包裝膠帶、塑膠薄膜之通路與物業租賃服務。,http://www.ycc.com.tw/,2026-05-11
