symbol,name,market,industry,llm_input
3521.TWO,台鋼建設,上櫃,14,3521.TWO 台鋼建設；市場：上櫃；官方產業別：14
3522.TWO,御嵿,上櫃,16,3522.TWO 御嵿；市場：上櫃；官方產業別：16
3523.TWO,迎輝,上櫃,26,3523.TWO 迎輝；市場：上櫃；官方產業別：26
3526.TWO,凡甲,上櫃,28,3526.TWO 凡甲；市場：上櫃；官方產業別：28
3527.TWO,聚積,上櫃,24,3527.TWO 聚積；市場：上櫃；官方產業別：24
3528.TW,安馳,上市,29,3528.TW 安馳；市場：上市；官方產業別：29
3529.TWO,力旺,上櫃,24,3529.TWO 力旺；市場：上櫃；官方產業別：24
3530.TW,晶相光,上市,24,3530.TW 晶相光；市場：上市；官方產業別：24
3531.TWO,先益,上櫃,26,3531.TWO 先益；市場：上櫃；官方產業別：26
3532.TW,台勝科,上市,24,3532.TW 台勝科；市場：上市；官方產業別：24
3533.TW,嘉澤,上市,28,3533.TW 嘉澤；市場：上市；官方產業別：28
3535.TW,晶彩科,上市,26,3535.TW 晶彩科；市場：上市；官方產業別：26
3537.TWO,堡達,上櫃,28,3537.TWO 堡達；市場：上櫃；官方產業別：28
3540.TWO,曜越,上櫃,25,3540.TWO 曜越；市場：上櫃；官方產業別：25
3541.TWO,西柏,上櫃,31,3541.TWO 西柏；市場：上櫃；官方產業別：31
3543.TW,州巧,上市,26,3543.TW 州巧；市場：上市；官方產業別：26
3545.TW,敦泰,上市,24,3545.TW 敦泰；市場：上市；官方產業別：24
3546.TWO,宇峻,上櫃,32,3546.TWO 宇峻；市場：上櫃；官方產業別：32
3548.TWO,兆利,上櫃,28,3548.TWO 兆利；市場：上櫃；官方產業別：28
3550.TW,聯穎,上市,28,3550.TW 聯穎；市場：上市；官方產業別：28
3551.TWO,世禾,上櫃,35,3551.TWO 世禾；市場：上櫃；官方產業別：35
3552.TWO,同致,上櫃,31,3552.TWO 同致；市場：上櫃；官方產業別：31
3555.TWO,博士旺,上櫃,24,3555.TWO 博士旺；市場：上櫃；官方產業別：24
3556.TWO,禾瑞亞,上櫃,24,3556.TWO 禾瑞亞；市場：上櫃；官方產業別：24
3557.TW,嘉威,上市,38,3557.TW 嘉威；市場：上市；官方產業別：38
3558.TWO,神準,上櫃,27,3558.TWO 神準；市場：上櫃；官方產業別：27
3563.TW,牧德,上市,26,3563.TW 牧德；市場：上市；官方產業別：26
3564.TWO,其陽,上櫃,27,3564.TWO 其陽；市場：上櫃；官方產業別：27
3567.TWO,逸昌,上櫃,24,3567.TWO 逸昌；市場：上櫃；官方產業別：24
3570.TWO,大塚,上櫃,30,3570.TWO 大塚；市場：上櫃；官方產業別：30
3576.TW,聯合再生,上市,26,3576.TW 聯合再生；市場：上市；官方產業別：26
3577.TWO,泓格,上櫃,25,3577.TWO 泓格；市場：上櫃；官方產業別：25
3580.TWO,友威科,上櫃,31,3580.TWO 友威科；市場：上櫃；官方產業別：31
3581.TWO,博磊,上櫃,24,3581.TWO 博磊；市場：上櫃；官方產業別：24
3583.TW,辛耘,上市,24,3583.TW 辛耘；市場：上市；官方產業別：24
3587.TWO,閎康,上櫃,31,3587.TWO 閎康；市場：上櫃；官方產業別：31
3588.TW,通嘉,上市,24,3588.TW 通嘉；市場：上市；官方產業別：24
3591.TW,艾笛森,上市,26,3591.TW 艾笛森；市場：上市；官方產業別：26
3592.TW,瑞鼎,上市,24,3592.TW 瑞鼎；市場：上市；官方產業別：24
3593.TW,力銘,上市,28,3593.TW 力銘；市場：上市；官方產業別：28
3594.TWO,磐儀,上櫃,25,3594.TWO 磐儀；市場：上櫃；官方產業別：25
3596.TW,智易,上市,27,3596.TW 智易；市場：上市；官方產業別：27
3597.TWO,映興,上櫃,28,3597.TWO 映興；市場：上櫃；官方產業別：28
3605.TW,宏致,上市,28,3605.TW 宏致；市場：上市；官方產業別：28
3607.TW,谷崧,上市,28,3607.TW 谷崧；市場：上市；官方產業別：28
3609.TWO,三一東林,上櫃,28,3609.TWO 三一東林；市場：上櫃；官方產業別：28
3611.TWO,鼎翰,上櫃,25,3611.TWO 鼎翰；市場：上櫃；官方產業別：25
3615.TWO,安可,上櫃,26,3615.TWO 安可；市場：上櫃；官方產業別：26
3617.TW,碩天,上市,31,3617.TW 碩天；市場：上市；官方產業別：31
3622.TW,洋華,上市,26,3622.TW 洋華；市場：上市；官方產業別：26
3623.TWO,富晶通,上櫃,26,3623.TWO 富晶通；市場：上櫃；官方產業別：26
3624.TWO,光頡,上櫃,28,3624.TWO 光頡；市場：上櫃；官方產業別：28
3625.TWO,西勝,上櫃,25,3625.TWO 西勝；市場：上櫃；官方產業別：25
3628.TWO,盈正,上櫃,31,3628.TWO 盈正；市場：上櫃；官方產業別：31
3629.TWO,地心引力,上櫃,32,3629.TWO 地心引力；市場：上櫃；官方產業別：32
3630.TWO,新鉅科,上櫃,26,3630.TWO 新鉅科；市場：上櫃；官方產業別：26
3631.TWO,晟楠,上櫃,28,3631.TWO 晟楠；市場：上櫃；官方產業別：28
3632.TWO,研勤,上櫃,27,3632.TWO 研勤；市場：上櫃；官方產業別：27
3645.TW,達邁,上市,28,3645.TW 達邁；市場：上市；官方產業別：28
3646.TWO,艾恩特,上櫃,28,3646.TWO 艾恩特；市場：上櫃；官方產業別：28
3652.TW,精聯,上市,25,3652.TW 精聯；市場：上市；官方產業別：25
3653.TW,健策,上市,28,3653.TW 健策；市場：上市；官方產業別：28
3661.TW,世芯-KY,上市,24,3661.TW 世芯-KY；市場：上市；官方產業別：24
3663.TWO,鑫科,上櫃,31,3663.TWO 鑫科；市場：上櫃；官方產業別：31
3664.TWO,安瑞-KY,上櫃,27,3664.TWO 安瑞-KY；市場：上櫃；官方產業別：27
3665.TW,貿聯-KY,上市,31,3665.TW 貿聯-KY；市場：上市；官方產業別：31
3666.TWO,光耀,上櫃,26,3666.TWO 光耀；市場：上櫃；官方產業別：26
3669.TW,圓展,上市,27,3669.TW 圓展；市場：上市；官方產業別：27
3672.TWO,康聯訊,上櫃,27,3672.TWO 康聯訊；市場：上櫃；官方產業別：27
3673.TW,TPK-KY,上市,26,3673.TW TPK-KY；市場：上市；官方產業別：26
3675.TWO,德微,上櫃,24,3675.TWO 德微；市場：上櫃；官方產業別：24
3679.TW,新至陞,上市,28,3679.TW 新至陞；市場：上市；官方產業別：28
3680.TWO,家登,上櫃,24,3680.TWO 家登；市場：上櫃；官方產業別：24
3684.TWO,榮昌,上櫃,27,3684.TWO 榮昌；市場：上櫃；官方產業別：27
3685.TWO,元創精密,上櫃,5,3685.TWO 元創精密；市場：上櫃；官方產業別：5
3686.TW,達能,上市,24,3686.TW 達能；市場：上市；官方產業別：24
3687.TWO,歐買尬,上櫃,36,3687.TWO 歐買尬；市場：上櫃；官方產業別：36
3689.TWO,湧德,上櫃,28,3689.TWO 湧德；市場：上櫃；官方產業別：28
3691.TWO,碩禾,上櫃,26,3691.TWO 碩禾；市場：上櫃；官方產業別：26
3693.TWO,營邦,上櫃,25,3693.TWO 營邦；市場：上櫃；官方產業別：25
3694.TW,海華,上市,27,3694.TW 海華；市場：上市；官方產業別：27
3701.TW,大眾控,上市,25,3701.TW 大眾控；市場：上市；官方產業別：25
3702.TW,大聯大,上市,29,3702.TW 大聯大；市場：上市；官方產業別：29
3703.TW,欣陸,上市,14,3703.TW 欣陸；市場：上市；官方產業別：14
3704.TW,合勤控,上市,27,3704.TW 合勤控；市場：上市；官方產業別：27
3705.TW,永信,上市,22,3705.TW 永信；市場：上市；官方產業別：22
3706.TW,神達,上市,25,3706.TW 神達；市場：上市；官方產業別：25
3707.TWO,漢磊,上櫃,24,3707.TWO 漢磊；市場：上櫃；官方產業別：24
3708.TW,上緯投控,上市,35,3708.TW 上緯投控；市場：上市；官方產業別：35
3709.TWO,鑫聯大投控,上櫃,25,3709.TWO 鑫聯大投控；市場：上櫃；官方產業別：25
3710.TWO,連展投控,上櫃,28,3710.TWO 連展投控；市場：上櫃；官方產業別：28
3711.TW,日月光投控,上市,24,3711.TW 日月光投控；市場：上市；官方產業別：24
3712.TW,永崴投控,上市,25,3712.TW 永崴投控；市場：上市；官方產業別：25
3713.TWO,新晶投控,上櫃,35,3713.TWO 新晶投控；市場：上櫃；官方產業別：35
3714.TW,富采,上市,26,3714.TW 富采；市場：上市；官方產業別：26
3715.TW,定穎投控,上市,28,3715.TW 定穎投控；市場：上市；官方產業別：28
3716.TW,中化控股,上市,22,3716.TW 中化控股；市場：上市；官方產業別：22
3717.TW,聯嘉投控,上市,12,3717.TW 聯嘉投控；市場：上市；官方產業別：12
4102.TWO,永日,上櫃,22,4102.TWO 永日；市場：上櫃；官方產業別：22
4104.TW,佳醫,上市,22,4104.TW 佳醫；市場：上市；官方產業別：22
4105.TWO,東洋,上櫃,22,4105.TWO 東洋；市場：上櫃；官方產業別：22
4106.TW,雃博,上市,22,4106.TW 雃博；市場：上市；官方產業別：22
4107.TWO,邦特,上櫃,22,4107.TWO 邦特；市場：上櫃；官方產業別：22
4108.TW,懷特,上市,22,4108.TW 懷特；市場：上市；官方產業別：22
4109.TWO,加捷生醫,上櫃,22,4109.TWO 加捷生醫；市場：上櫃；官方產業別：22
4111.TWO,濟生,上櫃,22,4111.TWO 濟生；市場：上櫃；官方產業別：22
4113.TWO,聯上,上櫃,14,4113.TWO 聯上；市場：上櫃；官方產業別：14
4114.TWO,健喬,上櫃,22,4114.TWO 健喬；市場：上櫃；官方產業別：22
4116.TWO,明基醫,上櫃,22,4116.TWO 明基醫；市場：上櫃；官方產業別：22
4119.TW,旭富,上市,22,4119.TW 旭富；市場：上市；官方產業別：22
4120.TWO,友華,上櫃,22,4120.TWO 友華；市場：上櫃；官方產業別：22
4121.TWO,優盛,上櫃,22,4121.TWO 優盛；市場：上櫃；官方產業別：22
4123.TWO,晟德,上櫃,22,4123.TWO 晟德；市場：上櫃；官方產業別：22
4126.TWO,太醫,上櫃,22,4126.TWO 太醫；市場：上櫃；官方產業別：22
4127.TWO,天良,上櫃,22,4127.TWO 天良；市場：上櫃；官方產業別：22
4128.TWO,中天,上櫃,22,4128.TWO 中天；市場：上櫃；官方產業別：22
4129.TWO,聯合,上櫃,22,4129.TWO 聯合；市場：上櫃；官方產業別：22
4130.TWO,健亞,上櫃,22,4130.TWO 健亞；市場：上櫃；官方產業別：22
4131.TWO,浩泰,上櫃,22,4131.TWO 浩泰；市場：上櫃；官方產業別：22
4133.TW,亞諾法,上市,22,4133.TW 亞諾法；市場：上市；官方產業別：22
4137.TW,麗豐-KY,上市,22,4137.TW 麗豐-KY；市場：上市；官方產業別：22
4138.TWO,曜亞,上櫃,22,4138.TWO 曜亞；市場：上櫃；官方產業別：22
4139.TWO,馬光-KY,上櫃,22,4139.TWO 馬光-KY；市場：上櫃；官方產業別：22
4142.TW,國光生,上市,22,4142.TW 國光生；市場：上市；官方產業別：22
4147.TWO,中裕,上櫃,22,4147.TWO 中裕；市場：上櫃；官方產業別：22
4148.TW,全宇生技-KY,上市,22,4148.TW 全宇生技-KY；市場：上市；官方產業別：22
4153.TWO,鈺緯,上櫃,22,4153.TWO 鈺緯；市場：上櫃；官方產業別：22
4154.TWO,樂威科-KY,上櫃,20,4154.TWO 樂威科-KY；市場：上櫃；官方產業別：20
4155.TW,訊映,上市,22,4155.TW 訊映；市場：上市；官方產業別：22
4157.TWO,太景*-KY,上櫃,22,4157.TWO 太景*-KY；市場：上櫃；官方產業別：22
4160.TWO,訊聯基因,上櫃,22,4160.TWO 訊聯基因；市場：上櫃；官方產業別：22
4161.TWO,聿新科,上櫃,22,4161.TWO 聿新科；市場：上櫃；官方產業別：22
4162.TWO,智擎,上櫃,22,4162.TWO 智擎；市場：上櫃；官方產業別：22
4163.TWO,鐿鈦,上櫃,22,4163.TWO 鐿鈦；市場：上櫃；官方產業別：22
4164.TW,承業醫,上市,22,4164.TW 承業醫；市場：上市；官方產業別：22
4166.TWO,友霖,上櫃,22,4166.TWO 友霖；市場：上櫃；官方產業別：22
4167.TWO,松瑞藥,上櫃,22,4167.TWO 松瑞藥；市場：上櫃；官方產業別：22
4168.TWO,醣聯,上櫃,22,4168.TWO 醣聯；市場：上櫃；官方產業別：22
4169.TW,泰宗,上市,22,4169.TW 泰宗；市場：上市；官方產業別：22
4171.TWO,瑞基,上櫃,33,4171.TWO 瑞基；市場：上櫃；官方產業別：33
4173.TWO,久裕,上櫃,22,4173.TWO 久裕；市場：上櫃；官方產業別：22
4174.TWO,浩鼎,上櫃,22,4174.TWO 浩鼎；市場：上櫃；官方產業別：22
4175.TWO,杏一,上櫃,22,4175.TWO 杏一；市場：上櫃；官方產業別：22
4178.TW,永笙-KY,上市,22,4178.TW 永笙-KY；市場：上市；官方產業別：22
4183.TWO,福永生技,上櫃,22,4183.TWO 福永生技；市場：上櫃；官方產業別：22
4188.TWO,安克,上櫃,22,4188.TWO 安克；市場：上櫃；官方產業別：22
4190.TW,佐登-KY,上市,22,4190.TW 佐登-KY；市場：上市；官方產業別：22
4192.TWO,杏國,上櫃,22,4192.TWO 杏國；市場：上櫃；官方產業別：22
4198.TWO,欣大健康,上櫃,22,4198.TWO 欣大健康；市場：上櫃；官方產業別：22
4205.TWO,中華食,上櫃,2,4205.TWO 中華食；市場：上櫃；官方產業別：2
4207.TWO,環泰,上櫃,2,4207.TWO 環泰；市場：上櫃；官方產業別：2
4303.TWO,信立,上櫃,3,4303.TWO 信立；市場：上櫃；官方產業別：3
4304.TWO,勝昱,上櫃,3,4304.TWO 勝昱；市場：上櫃；官方產業別：3
4305.TWO,世坤,上櫃,3,4305.TWO 世坤；市場：上櫃；官方產業別：3
4306.TW,炎洲,上市,3,4306.TW 炎洲；市場：上市；官方產業別：3
4401.TWO,東隆興,上櫃,4,4401.TWO 東隆興；市場：上櫃；官方產業別：4
4402.TWO,郡都開發,上櫃,4,4402.TWO 郡都開發；市場：上櫃；官方產業別：4
4406.TWO,新昕纖,上櫃,4,4406.TWO 新昕纖；市場：上櫃；官方產業別：4
4413.TWO,飛寶企業,上櫃,4,4413.TWO 飛寶企業；市場：上櫃；官方產業別：4
4414.TW,如興,上市,4,4414.TW 如興；市場：上市；官方產業別：4
4416.TWO,三圓,上櫃,14,4416.TWO 三圓；市場：上櫃；官方產業別：14
4417.TWO,金洲,上櫃,4,4417.TWO 金洲；市場：上櫃；官方產業別：4
4419.TWO,皇家美食,上櫃,16,4419.TWO 皇家美食；市場：上櫃；官方產業別：16
4420.TWO,光明,上櫃,4,4420.TWO 光明；市場：上櫃；官方產業別：4
4426.TW,利勤,上市,4,4426.TW 利勤；市場：上市；官方產業別：4
4430.TWO,耀億,上櫃,20,4430.TWO 耀億；市場：上櫃；官方產業別：20
4432.TWO,銘旺實,上櫃,4,4432.TWO 銘旺實；市場：上櫃；官方產業別：4
4433.TWO,興采,上櫃,4,4433.TWO 興采；市場：上櫃；官方產業別：4
4438.TW,廣越,上市,4,4438.TW 廣越；市場：上市；官方產業別：4
4439.TW,冠星-KY,上市,4,4439.TW 冠星-KY；市場：上市；官方產業別：4
4440.TW,宜新實業,上市,4,4440.TW 宜新實業；市場：上市；官方產業別：4
4441.TW,振大環球,上市,4,4441.TW 振大環球；市場：上市；官方產業別：4
4442.TWO,竣邦-KY,上櫃,4,4442.TWO 竣邦-KY；市場：上櫃；官方產業別：4
4502.TWO,健信,上櫃,5,4502.TWO 健信；市場：上櫃；官方產業別：5
4503.TWO,金雨,上櫃,5,4503.TWO 金雨；市場：上櫃；官方產業別：5
4506.TWO,崇友,上櫃,5,4506.TWO 崇友；市場：上櫃；官方產業別：5
4510.TWO,高鋒,上櫃,5,4510.TWO 高鋒；市場：上櫃；官方產業別：5
4513.TWO,福裕,上櫃,5,4513.TWO 福裕；市場：上櫃；官方產業別：5
4523.TWO,永彰,上櫃,5,4523.TWO 永彰；市場：上櫃；官方產業別：5
4526.TW,東台,上市,5,4526.TW 東台；市場：上市；官方產業別：5
4527.TWO,方方土霖,上櫃,5,4527.TWO 方方土霖；市場：上櫃；官方產業別：5
4528.TWO,江興鍛,上櫃,5,4528.TWO 江興鍛；市場：上櫃；官方產業別：5
4529.TWO,淳紳,上櫃,20,4529.TWO 淳紳；市場：上櫃；官方產業別：20
4530.TWO,宏易,上櫃,16,4530.TWO 宏易；市場：上櫃；官方產業別：16
4532.TW,瑞智,上市,5,4532.TW 瑞智；市場：上市；官方產業別：5
4533.TWO,協易機,上櫃,5,4533.TWO 協易機；市場：上櫃；官方產業別：5
4534.TWO,慶騰,上櫃,5,4534.TWO 慶騰；市場：上櫃；官方產業別：5
4535.TWO,至興,上櫃,5,4535.TWO 至興；市場：上櫃；官方產業別：5
4536.TW,拓凱,上市,37,4536.TW 拓凱；市場：上市；官方產業別：37
4538.TWO,大詠城,上櫃,5,4538.TWO 大詠城；市場：上櫃；官方產業別：5
4540.TW,全球傳動,上市,5,4540.TW 全球傳動；市場：上市；官方產業別：5
4541.TWO,晟田,上櫃,20,4541.TWO 晟田；市場：上櫃；官方產業別：20
4542.TWO,科嶠,上櫃,28,4542.TWO 科嶠；市場：上櫃；官方產業別：28
4543.TWO,萬在,上櫃,5,4543.TWO 萬在；市場：上櫃；官方產業別：5
4545.TW,銘鈺,上市,28,4545.TW 銘鈺；市場：上市；官方產業別：28
4549.TWO,桓達,上櫃,5,4549.TWO 桓達；市場：上櫃；官方產業別：5
4550.TWO,長佳,上櫃,5,4550.TWO 長佳；市場：上櫃；官方產業別：5
4551.TW,智伸科,上市,12,4551.TW 智伸科；市場：上市；官方產業別：12
4552.TW,力達-KY,上市,5,4552.TW 力達-KY；市場：上市；官方產業別：5
4554.TWO,橙的,上櫃,31,4554.TWO 橙的；市場：上櫃；官方產業別：31
4555.TW,氣立,上市,5,4555.TW 氣立；市場：上市；官方產業別：5
4556.TWO,旭然,上櫃,20,4556.TWO 旭然；市場：上櫃；官方產業別：20
4557.TW,永新-KY,上市,12,4557.TW 永新-KY；市場：上市；官方產業別：12
4558.TWO,寶緯,上櫃,5,4558.TWO 寶緯；市場：上櫃；官方產業別：5
4560.TW,強信-KY,上市,5,4560.TW 強信-KY；市場：上市；官方產業別：5
4561.TWO,健椿,上櫃,5,4561.TWO 健椿；市場：上櫃；官方產業別：5
4562.TW,穎漢,上市,5,4562.TW 穎漢；市場：上市；官方產業別：5
4563.TWO,百德,上櫃,5,4563.TWO 百德；市場：上櫃；官方產業別：5
4564.TW,元翎,上市,5,4564.TW 元翎；市場：上市；官方產業別：5
4566.TW,時碩工業,上市,5,4566.TW 時碩工業；市場：上市；官方產業別：5
4568.TWO,科際精密,上櫃,5,4568.TWO 科際精密；市場：上櫃；官方產業別：5
4569.TW,六方科-KY,上市,12,4569.TW 六方科-KY；市場：上市；官方產業別：12
4571.TW,鈞興-KY,上市,5,4571.TW 鈞興-KY；市場：上市；官方產業別：5
4572.TW,駐龍,上市,5,4572.TW 駐龍；市場：上市；官方產業別：5
4576.TW,大銀微系統,上市,5,4576.TW 大銀微系統；市場：上市；官方產業別：5
4577.TWO,達航科技,上櫃,31,4577.TWO 達航科技；市場：上櫃；官方產業別：31
4580.TWO,捷流閥業,上櫃,5,4580.TWO 捷流閥業；市場：上櫃；官方產業別：5
4581.TW,光隆精密-KY,上市,12,4581.TW 光隆精密-KY；市場：上市；官方產業別：12
4583.TW,台灣精銳,上市,5,4583.TW 台灣精銳；市場：上市；官方產業別：5
4584.TWO,君帆,上櫃,5,4584.TWO 君帆；市場：上櫃；官方產業別：5
4585.TW,達明,上市,31,4585.TW 達明；市場：上市；官方產業別：31
4588.TW,玖鼎電力,上市,31,4588.TW 玖鼎電力；市場：上市；官方產業別：31
4590.TW,富田-創,上市,5,4590.TW 富田-創；市場：上市；官方產業別：5
4609.TWO,唐鋒,上櫃,38,4609.TWO 唐鋒；市場：上櫃；官方產業別：38
4702.TWO,中美實,上櫃,38,4702.TWO 中美實；市場：上櫃；官方產業別：38
4706.TWO,大恭,上櫃,21,4706.TWO 大恭；市場：上櫃；官方產業別：21
4707.TWO,磐亞,上櫃,21,4707.TWO 磐亞；市場：上櫃；官方產業別：21
4711.TWO,永純,上櫃,21,4711.TWO 永純；市場：上櫃；官方產業別：21
4714.TWO,永捷,上櫃,21,4714.TWO 永捷；市場：上櫃；官方產業別：21
4716.TWO,大立,上櫃,21,4716.TWO 大立；市場：上櫃；官方產業別：21
4720.TW,德淵,上市,21,4720.TW 德淵；市場：上市；官方產業別：21
4721.TWO,美琪瑪,上櫃,21,4721.TWO 美琪瑪；市場：上櫃；官方產業別：21
4722.TW,國精化,上市,21,4722.TW 國精化；市場：上市；官方產業別：21
4726.TWO,永昕,上櫃,22,4726.TWO 永昕；市場：上櫃；官方產業別：22
4728.TWO,雙美,上櫃,22,4728.TWO 雙美；市場：上櫃；官方產業別：22
4729.TWO,熒茂,上櫃,26,4729.TWO 熒茂；市場：上櫃；官方產業別：26
4735.TWO,豪展,上櫃,22,4735.TWO 豪展；市場：上櫃；官方產業別：22
4736.TW,泰博,上市,22,4736.TW 泰博；市場：上市；官方產業別：22
4737.TW,華廣,上市,22,4737.TW 華廣；市場：上市；官方產業別：22
4739.TW,康普,上市,21,4739.TW 康普；市場：上市；官方產業別：21
4741.TWO,泓瀚,上櫃,21,4741.TWO 泓瀚；市場：上櫃；官方產業別：21
4743.TWO,合一,上櫃,22,4743.TWO 合一；市場：上櫃；官方產業別：22
4744.TWO,皇將,上櫃,22,4744.TWO 皇將；市場：上櫃；官方產業別：22
4745.TWO,合富-KY,上櫃,22,4745.TWO 合富-KY；市場：上櫃；官方產業別：22
4746.TW,台耀,上市,22,4746.TW 台耀；市場：上市；官方產業別：22
4747.TWO,強生製藥,上櫃,22,4747.TWO 強生製藥；市場：上櫃；官方產業別：22
4749.TWO,新應材,上櫃,24,4749.TWO 新應材；市場：上櫃；官方產業別：24
4754.TWO,國碳科,上櫃,21,4754.TWO 國碳科；市場：上櫃；官方產業別：21
4755.TW,三福化,上市,21,4755.TW 三福化；市場：上市；官方產業別：21
4760.TWO,勤凱科技,上櫃,31,4760.TWO 勤凱科技；市場：上櫃；官方產業別：31
4763.TW,材料*-KY,上市,21,4763.TW 材料*-KY；市場：上市；官方產業別：21
4764.TW,雙鍵,上市,21,4764.TW 雙鍵；市場：上市；官方產業別：21
4766.TW,南寶,上市,21,4766.TW 南寶；市場：上市；官方產業別：21
4767.TWO,誠泰科技,上櫃,21,4767.TWO 誠泰科技；市場：上櫃；官方產業別：21
4768.TWO,晶呈科技,上櫃,21,4768.TWO 晶呈科技；市場：上櫃；官方產業別：21
4770.TW,上品,上市,21,4770.TW 上品；市場：上市；官方產業別：21
4771.TW,望隼,上市,22,4771.TW 望隼；市場：上市；官方產業別：22
4772.TWO,台特化,上櫃,21,4772.TWO 台特化；市場：上櫃；官方產業別：21
4804.TWO,大略-KY,上櫃,16,4804.TWO 大略-KY；市場：上櫃；官方產業別：16
4806.TWO,桂田文創,上櫃,32,4806.TWO 桂田文創；市場：上櫃；官方產業別：32
4807.TW,日成-KY,上市,18,4807.TW 日成-KY；市場：上市；官方產業別：18
4903.TWO,聯光通,上櫃,27,4903.TWO 聯光通；市場：上櫃；官方產業別：27
4904.TW,遠傳,上市,27,4904.TW 遠傳；市場：上市；官方產業別：27
4905.TWO,台聯電,上櫃,27,4905.TWO 台聯電；市場：上櫃；官方產業別：27
4906.TW,正文,上市,27,4906.TW 正文；市場：上市；官方產業別：27
4907.TWO,富宇,上櫃,14,4907.TWO 富宇；市場：上櫃；官方產業別：14
4908.TWO,前鼎,上櫃,27,4908.TWO 前鼎；市場：上櫃；官方產業別：27
4909.TWO,新復興,上櫃,27,4909.TWO 新復興；市場：上櫃；官方產業別：27
4911.TWO,德英,上櫃,22,4911.TWO 德英；市場：上櫃；官方產業別：22
4912.TW,聯德控股-KY,上市,28,4912.TW 聯德控股-KY；市場：上市；官方產業別：28
4915.TW,致伸,上市,28,4915.TW 致伸；市場：上市；官方產業別：28
4916.TW,事欣科,上市,25,4916.TW 事欣科；市場：上市；官方產業別：25
4919.TW,新唐,上市,24,4919.TW 新唐；市場：上市；官方產業別：24
4923.TWO,力士,上櫃,24,4923.TWO 力士；市場：上櫃；官方產業別：24
4924.TWO,欣厚-KY,上櫃,25,4924.TWO 欣厚-KY；市場：上櫃；官方產業別：25
4927.TW,泰鼎-KY,上市,28,4927.TW 泰鼎-KY；市場：上市；官方產業別：28
4930.TW,燦星網,上市,6,4930.TW 燦星網；市場：上市；官方產業別：6
4931.TWO,新盛力,上櫃,25,4931.TWO 新盛力；市場：上櫃；官方產業別：25
4933.TWO,友輝,上櫃,26,4933.TWO 友輝；市場：上櫃；官方產業別：26
4934.TW,太極,上市,26,4934.TW 太極；市場：上市；官方產業別：26
4935.TW,茂林-KY,上市,26,4935.TW 茂林-KY；市場：上市；官方產業別：26
4938.TW,和碩,上市,25,4938.TW 和碩；市場：上市；官方產業別：25
4939.TWO,亞電,上櫃,28,4939.TWO 亞電；市場：上櫃；官方產業別：28
4942.TW,嘉彰,上市,26,4942.TW 嘉彰；市場：上市；官方產業別：26
4943.TW,康控-KY,上市,28,4943.TW 康控-KY；市場：上市；官方產業別：28
4946.TWO,辣椒,上櫃,32,4946.TWO 辣椒；市場：上櫃；官方產業別：32
4949.TW,有成精密,上市,26,4949.TW 有成精密；市場：上市；官方產業別：26
4950.TWO,金耘國際,上櫃,10,4950.TWO 金耘國際；市場：上櫃；官方產業別：10
4951.TWO,精拓科,上櫃,24,4951.TWO 精拓科；市場：上櫃；官方產業別：24
4952.TW,凌通,上市,24,4952.TW 凌通；市場：上市；官方產業別：24
4953.TWO,緯軟,上櫃,30,4953.TWO 緯軟；市場：上櫃；官方產業別：30
4956.TW,光鋐,上市,26,4956.TW 光鋐；市場：上市；官方產業別：26
4958.TW,臻鼎-KY,上市,28,4958.TW 臻鼎-KY；市場：上市；官方產業別：28
4960.TW,誠美材,上市,26,4960.TW 誠美材；市場：上市；官方產業別：26
4961.TW,天鈺,上市,24,4961.TW 天鈺；市場：上市；官方產業別：24
4966.TWO,譜瑞-KY,上櫃,24,4966.TWO 譜瑞-KY；市場：上櫃；官方產業別：24
4967.TW,十銓,上市,24,4967.TW 十銓；市場：上市；官方產業別：24
4968.TW,立積,上市,24,4968.TW 立積；市場：上市；官方產業別：24
4971.TWO,IET-KY,上櫃,24,4971.TWO IET-KY；市場：上櫃；官方產業別：24
4972.TWO,湯石照明,上櫃,26,4972.TWO 湯石照明；市場：上櫃；官方產業別：26
4973.TWO,廣穎電通,上櫃,24,4973.TWO 廣穎電通；市場：上櫃；官方產業別：24
4974.TWO,亞泰,上櫃,28,4974.TWO 亞泰；市場：上櫃；官方產業別：28
4976.TW,佳凌,上市,26,4976.TW 佳凌；市場：上市；官方產業別：26
4977.TW,眾達-KY,上市,27,4977.TW 眾達-KY；市場：上市；官方產業別：27
4979.TWO,華星光,上櫃,27,4979.TWO 華星光；市場：上櫃；官方產業別：27
4987.TWO,科誠,上櫃,25,4987.TWO 科誠；市場：上櫃；官方產業別：25
4989.TW,榮科,上市,28,4989.TW 榮科；市場：上市；官方產業別：28
4991.TWO,環宇-KY,上櫃,24,4991.TWO 環宇-KY；市場：上櫃；官方產業別：24
4994.TW,傳奇,上市,30,4994.TW 傳奇；市場：上市；官方產業別：30
4995.TWO,晶達,上櫃,26,4995.TWO 晶達；市場：上櫃；官方產業別：26
4999.TW,鑫禾,上市,28,4999.TW 鑫禾；市場：上市；官方產業別：28
5007.TW,三星,上市,10,5007.TW 三星；市場：上市；官方產業別：10
5009.TWO,榮剛,上櫃,10,5009.TWO 榮剛；市場：上櫃；官方產業別：10
5011.TWO,久陽,上櫃,10,5011.TWO 久陽；市場：上櫃；官方產業別：10
